window_id,input_id,source_file,source_index,predicted_class_name,confidence,original_route,monitoring_status,auto_clearance_suspended,effective_route,monitoring_override_applied,monitoring_reason
1,record_000106791:0,artifacts/input_files/record_000106791.npy,0,Edge-Loc,0.8613173961639404,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000107460:0,artifacts/input_files/record_000107460.npy,0,Scratch,0.9992208480834961,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000109206:0,artifacts/input_files/record_000109206.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000109210:0,artifacts/input_files/record_000109210.npy,0,Edge-Ring,0.9999997615814209,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000111108:0,artifacts/input_files/record_000111108.npy,0,Edge-Loc,0.9926565289497375,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000114956:0,artifacts/input_files/record_000114956.npy,0,Loc,0.9639865159988403,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000144892:0,artifacts/input_files/record_000144892.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000144906:0,artifacts/input_files/record_000144906.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000147248:0,artifacts/input_files/record_000147248.npy,0,Loc,0.5717722773551941,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000165613:0,artifacts/input_files/record_000165613.npy,0,Edge-Loc,0.9974097609519958,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000172358:0,artifacts/input_files/record_000172358.npy,0,Center,0.8223546743392944,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000199692:0,artifacts/input_files/record_000199692.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000199748:0,artifacts/input_files/record_000199748.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000199752:0,artifacts/input_files/record_000199752.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000199753:0,artifacts/input_files/record_000199753.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000199759:0,artifacts/input_files/record_000199759.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000200048:0,artifacts/input_files/record_000200048.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000221265:0,artifacts/input_files/record_000221265.npy,0,Edge-Ring,0.9999983310699463,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000221321:0,artifacts/input_files/record_000221321.npy,0,Edge-Ring,0.9999996423721313,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000221387:0,artifacts/input_files/record_000221387.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000221397:0,artifacts/input_files/record_000221397.npy,0,Edge-Ring,0.999998927116394,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000221398:0,artifacts/input_files/record_000221398.npy,0,Edge-Ring,0.9999996423721313,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000227935:0,artifacts/input_files/record_000227935.npy,0,Loc,0.9971101880073547,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000239457:0,artifacts/input_files/record_000239457.npy,0,Edge-Ring,0.9999982118606567,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000239545:0,artifacts/input_files/record_000239545.npy,0,Edge-Ring,0.9999992847442627,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000242425:0,artifacts/input_files/record_000242425.npy,0,Normal,0.8861929178237915,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000242593:0,artifacts/input_files/record_000242593.npy,0,Normal,0.9995166063308716,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000242651:0,artifacts/input_files/record_000242651.npy,0,Normal,0.9763835668563843,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000244447:0,artifacts/input_files/record_000244447.npy,0,Normal,0.9986283779144287,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000244448:0,artifacts/input_files/record_000244448.npy,0,Normal,0.9966356158256531,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000245501:0,artifacts/input_files/record_000245501.npy,0,Normal,0.9647644758224487,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000245653:0,artifacts/input_files/record_000245653.npy,0,Normal,0.9982653260231018,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000245689:0,artifacts/input_files/record_000245689.npy,0,Normal,0.8644852638244629,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000245708:0,artifacts/input_files/record_000245708.npy,0,Normal,0.9201703667640686,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000248062:0,artifacts/input_files/record_000248062.npy,0,Normal,0.9434722661972046,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000248066:0,artifacts/input_files/record_000248066.npy,0,Normal,0.9530394077301025,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000250478:0,artifacts/input_files/record_000250478.npy,0,Normal,0.9980553388595581,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000250505:0,artifacts/input_files/record_000250505.npy,0,Normal,0.9983603358268738,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000250508:0,artifacts/input_files/record_000250508.npy,0,Normal,0.9948699474334717,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251142:0,artifacts/input_files/record_000251142.npy,0,Normal,0.9976235032081604,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251156:0,artifacts/input_files/record_000251156.npy,0,Normal,0.9973112344741821,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251160:0,artifacts/input_files/record_000251160.npy,0,Normal,0.9982553124427795,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251577:0,artifacts/input_files/record_000251577.npy,0,Normal,0.8810186982154846,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000251902:0,artifacts/input_files/record_000251902.npy,0,Normal,0.9943475127220154,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251905:0,artifacts/input_files/record_000251905.npy,0,Normal,0.9984941482543945,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000251909:0,artifacts/input_files/record_000251909.npy,0,Normal,0.998683512210846,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000252543:0,artifacts/input_files/record_000252543.npy,0,Normal,0.999997615814209,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000253072:0,artifacts/input_files/record_000253072.npy,0,Normal,0.9628169536590576,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000253232:0,artifacts/input_files/record_000253232.npy,0,Normal,0.9999878406524658,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000253268:0,artifacts/input_files/record_000253268.npy,0,Normal,0.9994705319404602,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000253444:0,artifacts/input_files/record_000253444.npy,0,Edge-Loc,0.5560749173164368,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000265565:0,artifacts/input_files/record_000265565.npy,0,Edge-Loc,0.6677609086036682,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000266103:0,artifacts/input_files/record_000266103.npy,0,Edge-Ring,0.9999997615814209,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000278614:0,artifacts/input_files/record_000278614.npy,0,Donut,0.9654269218444824,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000278887:0,artifacts/input_files/record_000278887.npy,0,Loc,0.5852384567260742,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000279330:0,artifacts/input_files/record_000279330.npy,0,Donut,0.9594141840934753,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000279983:0,artifacts/input_files/record_000279983.npy,0,Donut,0.9995747208595276,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000294288:0,artifacts/input_files/record_000294288.npy,0,Center,0.9771208763122559,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000294351:0,artifacts/input_files/record_000294351.npy,0,Edge-Ring,0.9999994039535522,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000294446:0,artifacts/input_files/record_000294446.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000294483:0,artifacts/input_files/record_000294483.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000300268:0,artifacts/input_files/record_000300268.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000300286:0,artifacts/input_files/record_000300286.npy,0,Edge-Ring,0.9999955892562866,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000316500:0,artifacts/input_files/record_000316500.npy,0,Loc,0.9170187711715698,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000321403:0,artifacts/input_files/record_000321403.npy,0,Center,0.9529694318771362,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000329411:0,artifacts/input_files/record_000329411.npy,0,Edge-Ring,0.9985059499740601,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000329433:0,artifacts/input_files/record_000329433.npy,0,Edge-Ring,0.9989243149757385,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000347707:0,artifacts/input_files/record_000347707.npy,0,Loc,0.7299391627311707,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000350370:0,artifacts/input_files/record_000350370.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000350377:0,artifacts/input_files/record_000350377.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000353087:0,artifacts/input_files/record_000353087.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000364038:0,artifacts/input_files/record_000364038.npy,0,Loc,0.9723777770996094,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000371589:0,artifacts/input_files/record_000371589.npy,0,Center,0.9818589091300964,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000372545:0,artifacts/input_files/record_000372545.npy,0,Edge-Loc,0.5900917649269104,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000382233:0,artifacts/input_files/record_000382233.npy,0,Scratch,0.9680598974227905,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000385261:0,artifacts/input_files/record_000385261.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000385267:0,artifacts/input_files/record_000385267.npy,0,Edge-Ring,0.9999986886978149,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000385273:0,artifacts/input_files/record_000385273.npy,0,Edge-Ring,0.9999998807907104,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000385384:0,artifacts/input_files/record_000385384.npy,0,Edge-Ring,1.0,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000391603:0,artifacts/input_files/record_000391603.npy,0,Donut,0.4595399796962738,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000405183:0,artifacts/input_files/record_000405183.npy,0,Center,0.45012709498405457,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000411731:0,artifacts/input_files/record_000411731.npy,0,Edge-Ring,0.9999899864196777,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000411733:0,artifacts/input_files/record_000411733.npy,0,Edge-Ring,0.999992847442627,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000411734:0,artifacts/input_files/record_000411734.npy,0,Edge-Ring,0.9999972581863403,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000411751:0,artifacts/input_files/record_000411751.npy,0,Edge-Ring,0.9999771118164062,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000414163:0,artifacts/input_files/record_000414163.npy,0,Edge-Loc,0.94166100025177,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000414165:0,artifacts/input_files/record_000414165.npy,0,Edge-Loc,0.9950371384620667,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000433064:0,artifacts/input_files/record_000433064.npy,0,Loc,0.814685583114624,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000436911:0,artifacts/input_files/record_000436911.npy,0,Edge-Loc,0.9835989475250244,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000439508:0,artifacts/input_files/record_000439508.npy,0,Normal,0.8542569875717163,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000440664:0,artifacts/input_files/record_000440664.npy,0,Edge-Ring,0.9957516193389893,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000445863:0,artifacts/input_files/record_000445863.npy,0,Edge-Ring,0.8339096307754517,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000524345:0,artifacts/input_files/record_000524345.npy,0,Center,0.999962568283081,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000524350:0,artifacts/input_files/record_000524350.npy,0,Center,0.9948745369911194,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000532361:0,artifacts/input_files/record_000532361.npy,0,Edge-Loc,0.9203020334243774,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000577933:0,artifacts/input_files/record_000577933.npy,0,Edge-Loc,0.9960055947303772,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000586544:0,artifacts/input_files/record_000586544.npy,0,Center,0.9999465942382812,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000586711:0,artifacts/input_files/record_000586711.npy,0,Center,0.9997994303703308,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000586729:0,artifacts/input_files/record_000586729.npy,0,Center,0.9926878213882446,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000588301:0,artifacts/input_files/record_000588301.npy,0,Center,0.9999874830245972,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000589015:0,artifacts/input_files/record_000589015.npy,0,Center,0.9977116584777832,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000589925:0,artifacts/input_files/record_000589925.npy,0,Center,0.9997748732566833,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000590163:0,artifacts/input_files/record_000590163.npy,0,Center,0.9998096823692322,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000590516:0,artifacts/input_files/record_000590516.npy,0,Center,0.9995641112327576,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000592996:0,artifacts/input_files/record_000592996.npy,0,Edge-Ring,0.9294120073318481,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000595738:0,artifacts/input_files/record_000595738.npy,0,Edge-Loc,0.9580063223838806,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000623178:0,artifacts/input_files/record_000623178.npy,0,Center,0.987962543964386,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000628008:0,artifacts/input_files/record_000628008.npy,0,Center,0.9983893632888794,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000639390:0,artifacts/input_files/record_000639390.npy,0,Donut,0.9999963045120239,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000639672:0,artifacts/input_files/record_000639672.npy,0,Normal,0.9998970031738281,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000639682:0,artifacts/input_files/record_000639682.npy,0,Normal,0.9999154806137085,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648140:0,artifacts/input_files/record_000648140.npy,0,Normal,0.9999749660491943,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648156:0,artifacts/input_files/record_000648156.npy,0,Normal,0.9991826415061951,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648396:0,artifacts/input_files/record_000648396.npy,0,Normal,0.9999929666519165,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648397:0,artifacts/input_files/record_000648397.npy,0,Normal,0.999958872795105,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648399:0,artifacts/input_files/record_000648399.npy,0,Normal,0.9999876022338867,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648525:0,artifacts/input_files/record_000648525.npy,0,Normal,0.999998927116394,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000648608:0,artifacts/input_files/record_000648608.npy,0,Normal,0.9998713731765747,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000649020:0,artifacts/input_files/record_000649020.npy,0,Scratch,0.4071877598762512,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000649760:0,artifacts/input_files/record_000649760.npy,0,Normal,0.9999643564224243,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000649864:0,artifacts/input_files/record_000649864.npy,0,Normal,0.98544842004776,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000649870:0,artifacts/input_files/record_000649870.npy,0,Normal,0.9999959468841553,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000649879:0,artifacts/input_files/record_000649879.npy,0,Normal,0.967232346534729,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650006:0,artifacts/input_files/record_000650006.npy,0,Normal,0.9999817609786987,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650229:0,artifacts/input_files/record_000650229.npy,0,Normal,0.9999796152114868,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650371:0,artifacts/input_files/record_000650371.npy,0,Normal,0.9992714524269104,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650384:0,artifacts/input_files/record_000650384.npy,0,Loc,0.7335312962532043,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000650386:0,artifacts/input_files/record_000650386.npy,0,Normal,0.9978308081626892,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650704:0,artifacts/input_files/record_000650704.npy,0,Normal,0.9999871253967285,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650714:0,artifacts/input_files/record_000650714.npy,0,Normal,0.9999940395355225,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000650799:0,artifacts/input_files/record_000650799.npy,0,Normal,0.9999749660491943,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000651233:0,artifacts/input_files/record_000651233.npy,0,Normal,0.6285080313682556,ABSTAIN,GREEN,False,ABSTAIN,False,All immediate drift features are within limits.
1,record_000651236:0,artifacts/input_files/record_000651236.npy,0,Edge-Loc,0.9457323551177979,ENGINEER_REVIEW,GREEN,False,ENGINEER_REVIEW,False,All immediate drift features are within limits.
1,record_000651266:0,artifacts/input_files/record_000651266.npy,0,Normal,0.9999908208847046,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000651351:0,artifacts/input_files/record_000651351.npy,0,Normal,0.9983512163162231,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
1,record_000651360:0,artifacts/input_files/record_000651360.npy,0,Normal,0.9993330836296082,AUTO_ACCEPT,GREEN,False,AUTO_ACCEPT,False,All immediate drift features are within limits.
