input_id,source_file,source_index,predicted_class_id,predicted_class_name,predicted_is_defect,confidence,entropy,route,route_reason,production_auto_accept_enabled_for_class,class_auto_accept_threshold,class_margin_threshold,strongest_other_class_probability,predicted_vs_best_other_margin,margin_requirement_met,global_abstain_threshold,top_1_class,top_1_probability,top_2_class,top_2_probability,top_3_class,top_3_probability,inference_latency_ms_estimate,probability_normal,probability_center,probability_donut,probability_edge_loc,probability_edge_ring,probability_loc,probability_near_full,probability_random,probability_scratch,source_height,source_width,source_active_dies,source_failed_dies,source_failed_ratio,preprocessing_transform
record_000021681:0,artifacts/input_files/record_000021681.npy,0,8,Scratch,True,0.935335636138916,0.24856477975845337,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.06290416419506073,0.8724314719438553,True,0.7762330770492554,Scratch,0.935335636138916,Normal,0.06290416419506073,Loc,0.0015344111016020179,5.407300781371305,0.06290416419506073,2.6428711862536147e-05,6.3258607951866e-06,0.00016017621965147555,3.275983181083575e-05,0.0015344111016020179,4.80091357293877e-12,6.228993498780255e-08,0.935335636138916,26,30,600,44,0.07333333333333333,"{'source_height': 26, 'source_width': 30, 'resized_height': 83, 'resized_width': 96, 'padding_top': 6, 'padding_bottom': 7, 'padding_left': 0, 'padding_right': 0, 'scale': 3.2}"
record_000070488:0,artifacts/input_files/record_000070488.npy,0,3,Edge-Loc,True,0.9973868727684021,0.020051728934049606,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.0016916673630475998,0.9956952054053545,True,0.7762330770492554,Edge-Loc,0.9973868727684021,Loc,0.0016916673630475998,Edge-Ring,0.0008811595616862178,5.407300781371305,2.1902367734583095e-05,1.731937402382755e-07,3.766453460229968e-08,0.9973868727684021,0.0008811595616862178,0.0016916673630475998,3.2039901043390273e-07,2.670774847501889e-06,1.5337387594627216e-05,33,33,846,182,0.21513002364066194,"{'source_height': 33, 'source_width': 33, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.909090909090909}"
record_000071508:0,artifacts/input_files/record_000071508.npy,0,3,Edge-Loc,True,0.739799439907074,0.7509406208992004,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.15327978134155273,0.5865196585655212,True,0.7762330770492554,Edge-Loc,0.739799439907074,Edge-Ring,0.15327978134155273,Normal,0.10673847049474716,5.407300781371305,0.10673847049474716,2.054573826626438e-07,1.2865393472782927e-10,0.739799439907074,0.15327978134155273,6.963412306504324e-05,1.1296013013861739e-07,2.3241486246661225e-07,0.00011202161113033071,33,33,846,162,0.19148936170212766,"{'source_height': 33, 'source_width': 33, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.909090909090909}"
record_000106791:0,artifacts/input_files/record_000106791.npy,0,3,Edge-Loc,True,0.8613173961639404,0.44364991784095764,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.12930980324745178,0.7320075929164886,True,0.7762330770492554,Edge-Loc,0.8613173961639404,Loc,0.12930980324745178,Normal,0.007139264140278101,5.407300781371305,0.007139264140278101,0.00034519980545155704,3.2691962132957997e-06,0.8613173961639404,0.00012686349509749562,0.12930980324745178,3.0145924938551616e-06,3.284448030171916e-05,0.0017223380273208022,35,31,845,149,0.17633136094674556,"{'source_height': 35, 'source_width': 31, 'resized_height': 96, 'resized_width': 85, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 5, 'padding_right': 6, 'scale': 2.742857142857143}"
record_000107460:0,artifacts/input_files/record_000107460.npy,0,8,Scratch,True,0.9992208480834961,0.007207823917269707,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.00033835359499789774,0.9988824944884982,True,0.7762330770492554,Scratch,0.9992208480834961,Donut,0.00033835359499789774,Loc,0.0003154719597660005,5.407300781371305,0.00011246525536989793,3.953911118514952e-07,0.00033835359499789774,3.5953717087977566e-06,2.667861053851084e-06,0.0003154719597660005,1.721709390724649e-13,6.179622232593829e-06,0.9992208480834961,35,31,845,174,0.20591715976331362,"{'source_height': 35, 'source_width': 31, 'resized_height': 96, 'resized_width': 85, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 5, 'padding_right': 6, 'scale': 2.742857142857143}"
record_000109206:0,artifacts/input_files/record_000109206.npy,0,4,Edge-Ring,True,1.0,7.32878845610685e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,3.561702399679234e-08,0.999999964382976,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,3.561702399679234e-08,Normal,6.462520740768696e-09,5.407300781371305,6.462520740768696e-09,7.826407331968118e-21,5.497899239068887e-20,3.561702399679234e-08,1.0,3.239987360224134e-19,1.252431386139681e-14,2.850335798550846e-13,1.447136732142659e-15,41,41,1291,202,0.15646785437645236,"{'source_height': 41, 'source_width': 41, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.341463414634146}"
record_000109210:0,artifacts/input_files/record_000109210.npy,0,4,Edge-Ring,True,0.9999997615814209,3.40663677889097e-06,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,1.950329533428885e-07,0.9999995665484676,True,0.7762330770492554,Edge-Ring,0.9999997615814209,Edge-Loc,1.950329533428885e-07,Normal,8.315880428710898e-09,5.407300781371305,8.315880428710898e-09,7.597633893019099e-20,2.0992400516426937e-18,1.950329533428885e-07,0.9999997615814209,6.011421777985209e-18,1.385979818326749e-13,3.1757194530329658e-12,2.404978444853472e-14,41,41,1291,179,0.1386522075910147,"{'source_height': 41, 'source_width': 41, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.341463414634146}"
record_000111108:0,artifacts/input_files/record_000111108.npy,0,3,Edge-Loc,True,0.9926565289497375,0.04972909018397331,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.003975479397922754,0.9886810495518148,True,0.7762330770492554,Edge-Loc,0.9926565289497375,Normal,0.003975479397922754,Loc,0.0030498667620122433,5.407300781371305,0.003975479397922754,1.2058291076755268e-06,5.9329638979477295e-09,0.9926565289497375,0.00021941703744232655,0.0030498667620122433,3.403195876217069e-07,5.107988840791222e-07,9.664285607868806e-05,30,34,776,111,0.14304123711340205,"{'source_height': 30, 'source_width': 34, 'resized_height': 85, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 6, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}"
record_000114956:0,artifacts/input_files/record_000114956.npy,0,5,Loc,True,0.9639865159988403,0.17742082476615906,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.02820996381342411,0.9357765521854162,True,0.7762330770492554,Loc,0.9639865159988403,Center,0.02820996381342411,Donut,0.006961773615330458,5.407300781371305,0.00023440324002876878,0.02820996381342411,0.006961773615330458,4.306919072405435e-05,1.2508265534449947e-08,0.9639865159988403,7.642435662091884e-08,0.0004935240722261369,7.069631828926504e-05,30,31,712,204,0.28651685393258425,"{'source_height': 30, 'source_width': 31, 'resized_height': 93, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 3.096774193548387}"
record_000144892:0,artifacts/input_files/record_000144892.npy,0,4,Edge-Ring,True,1.0,1.7592428491752798e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,8.652312644130689e-09,0.9999999913476874,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,8.652312644130689e-09,Normal,7.183667549703898e-10,5.407300781371305,7.183667549703898e-10,2.2725621077932157e-22,3.405361961176681e-19,8.652312644130689e-09,1.0,2.1035922882850356e-19,9.935853172388185e-16,2.683205220510576e-13,1.8734889873739217e-14,63,62,3036,346,0.11396574440052701,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000144906:0,artifacts/input_files/record_000144906.npy,0,4,Edge-Ring,True,1.0,3.3923228670573735e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,1.7521712081247642e-08,0.9999999824782879,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,1.7521712081247642e-08,Normal,1.2759946432794322e-09,5.407300781371305,1.2759946432794322e-09,2.3661677117180167e-21,4.609010565078491e-19,1.7521712081247642e-08,1.0,4.972495439725371e-19,4.967121481377727e-15,5.038769423405809e-13,1.217770797938035e-14,63,62,3036,346,0.11396574440052701,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000147248:0,artifacts/input_files/record_000147248.npy,0,5,Loc,True,0.5717722773551941,1.154244303703308,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.2593095004558563,0.31246277689933777,True,0.7762330770492554,Loc,0.5717722773551941,Center,0.2593095004558563,Edge-Loc,0.08843865245580673,5.407300781371305,0.046455174684524536,0.2593095004558563,0.0005626519559882581,0.08843865245580673,0.0004198804672341794,0.5717722773551941,4.6865781769156456e-05,0.0018153173150494695,0.031179599463939667,212,84,14116,439,0.03109946160385378,"{'source_height': 212, 'source_width': 84, 'resized_height': 96, 'resized_width': 38, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 29, 'padding_right': 29, 'scale': 0.4528301886792453}"
record_000165613:0,artifacts/input_files/record_000165613.npy,0,3,Edge-Loc,True,0.9974097609519958,0.01834506168961525,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.002531275153160095,0.9948784857988358,True,0.7762330770492554,Edge-Loc,0.9974097609519958,Edge-Ring,0.002531275153160095,Loc,3.37477758876048e-05,5.407300781371305,2.2571821318706498e-05,3.668954584590267e-10,1.273093609699405e-11,0.9974097609519958,0.002531275153160095,3.37477758876048e-05,6.181691603046602e-09,1.0607835498888107e-08,2.6734992388810497e-06,26,26,533,94,0.17636022514071295,"{'source_height': 26, 'source_width': 26, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.6923076923076925}"
record_000172358:0,artifacts/input_files/record_000172358.npy,0,1,Center,True,0.8223546743392944,0.4754982590675354,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,0.17649877071380615,0.6458559036254883,True,0.7762330770492554,Center,0.8223546743392944,Loc,0.17649877071380615,Donut,0.0009138023015111685,5.407300781371305,0.0001291824592044577,0.8223546743392944,0.0009138023015111685,2.7953587959927972e-06,7.489161513163367e-10,0.17649877071380615,1.4116787738771563e-08,9.658880298957229e-05,4.20440574089298e-06,26,26,533,212,0.3977485928705441,"{'source_height': 26, 'source_width': 26, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 3.6923076923076925}"
record_000199692:0,artifacts/input_files/record_000199692.npy,0,4,Edge-Ring,True,1.0,3.369415253473562e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,1.8554471736820233e-08,0.9999999814455283,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,1.8554471736820233e-08,Normal,2.9429519932122616e-10,5.407300781371305,2.9429519932122616e-10,7.75809169989694e-23,2.487503224936176e-19,1.8554471736820233e-08,1.0,9.362093503890816e-20,5.0492506429764515e-15,5.17353250083924e-13,8.026896713227063e-15,63,62,3036,401,0.1320816864295125,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000199748:0,artifacts/input_files/record_000199748.npy,0,4,Edge-Ring,True,0.9999998807907104,1.119846729125129e-06,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,6.006948893855224e-08,0.9999998207212215,True,0.7762330770492554,Edge-Ring,0.9999998807907104,Edge-Loc,6.006948893855224e-08,Normal,6.9052603912656e-11,5.407300781371305,6.9052603912656e-11,5.855711975100674e-23,1.3887416396939727e-18,6.006948893855224e-08,0.9999998807907104,1.3394933739740968e-19,3.618635542579872e-14,2.330507531747572e-12,2.601637133536113e-14,63,62,3036,404,0.13306982872200263,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000199752:0,artifacts/input_files/record_000199752.npy,0,4,Edge-Ring,True,1.0,9.063541597242875e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,5.3969021251987215e-08,0.9999999460309787,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,5.3969021251987215e-08,Normal,1.3103332308084248e-10,5.407300781371305,1.3103332308084248e-10,1.3282008147172932e-22,1.5924432407388579e-18,5.3969021251987215e-08,1.0,2.170963693485036e-19,3.674373359827815e-14,2.6452878516131095e-12,2.639212362109261e-14,63,62,3036,400,0.13175230566534915,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000199753:0,artifacts/input_files/record_000199753.npy,0,4,Edge-Ring,True,1.0,5.885542577743763e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,3.411862792290776e-08,0.9999999658813721,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,3.411862792290776e-08,Normal,7.54533449609518e-11,5.407300781371305,7.54533449609518e-11,8.580809884081313e-23,6.663713247987375e-19,3.411862792290776e-08,1.0,1.2263127064509096e-19,1.8864045457536553e-14,1.5259898379638148e-12,8.459096968629464e-15,63,62,3036,390,0.12845849802371542,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000199759:0,artifacts/input_files/record_000199759.npy,0,4,Edge-Ring,True,1.0,6.53500933367468e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,3.811133453268667e-08,0.9999999618886655,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,3.811133453268667e-08,Normal,9.919574883721083e-11,5.407300781371305,9.919574883721083e-11,9.78905575224423e-23,4.580702893553278e-19,3.811133453268667e-08,1.0,9.553811997895587e-20,2.2387812632397586e-14,1.1401658697035577e-12,8.26427769669508e-15,63,62,3036,414,0.13636363636363635,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
record_000200048:0,artifacts/input_files/record_000200048.npy,0,4,Edge-Ring,True,1.0,5.991516331960156e-07,ENGINEER_REVIEW,Class is review-only or confidence does not meet its production auto-accept threshold.,False,,,3.4430062356705093e-08,0.9999999655699376,True,0.7762330770492554,Edge-Ring,1.0,Edge-Loc,3.4430062356705093e-08,Normal,3.3449557013121023e-10,5.407300781371305,3.3449557013121023e-10,1.0235472517162035e-21,2.624273506716333e-18,3.4430062356705093e-08,1.0,4.6481723972040485e-19,1.9592320997454012e-14,2.142709837685275e-12,3.892699151301221e-14,63,62,3036,359,0.11824769433465086,"{'source_height': 63, 'source_width': 62, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5238095238095237}"
